TSNE1,TSNE2,Churn,Cluster
-84.53466,104.86347,0,0
-74.43834,0.47940138,0,0
-98.479774,58.863163,0,0
-6.0118785,-103.586464,0,1
-28.618235,135.25395,0,2
6.5929284,-33.556564,0,1
-64.02153,51.86632,0,0
-6.053539,-30.952232,0,1
18.11528,-82.856026,0,1
-98.479774,58.863163,0,0
-35.533073,-53.664867,0,1
6.829493,-47.126408,0,1
-81.30748,45.671574,0,0
-3.3656645,-32.378124,0,1
-98.479774,58.863163,0,0
16.00338,-83.8997,0,1
-46.399086,98.15571,0,0
-5.2450633,-42.98107,0,1
-123.30294,-5.2285843,0,0
-52.90705,35.950424,0,0
-103.37738,84.27727,0,0
-27.242786,-37.28264,0,1
-4.430482,-28.415735,0,1
27.170454,-74.285774,0,1
-81.30748,45.671574,0,0
-80.89952,71.503,0,0
5.525352,-54.650173,0,1
-7.983002,-64.48428,0,1
-103.37738,84.27727,0,0
-113.892006,40.727703,0,0
-123.30294,-5.2285843,0,0
-103.37738,84.27727,0,0
11.452796,-68.46828,0,1
-27.242786,-37.28264,0,1
-28.618235,135.25395,0,2
1.3145303,-69.27128,0,1
8.438618,-34.93559,0,1
-42.374226,-3.0898228,0,0
27.453331,-70.65859,0,1
-65.78762,89.6786,0,0
-66.73277,38.36193,0,0
-48.49923,-43.8186,0,1
-84.53466,104.86347,0,0
-9.528967,64.27758,1,2
-64.559135,11.5410185,0,0
-103.37738,84.27727,0,0
-20.39281,-53.852833,0,1
11.109785,-33.67382,0,1
-1.6967095,-35.553722,0,1
-48.124878,-0.70149356,0,0
-10.482785,-103.05224,0,1
1.9204915,-28.265642,0,1
-4.4942784,-33.432518,0,1
-3.0668433,-38.717197,0,1
12.418885,-32.673363,0,1
-50.479076,59.795998,0,0
20.531475,-43.114666,0,1
-55.112736,-37.068436,0,1
-65.78762,89.6786,0,0
-46.399086,98.15571,0,0
-13.256877,-62.36631,0,1
-113.892006,40.727703,0,0
-25.802202,-80.7748,0,1
-81.30748,45.671574,0,0
-28.283806,-18.429739,0,1
-84.53466,104.86347,0,0
-4.376931,-36.618397,0,1
-121.977295,19.86439,0,0
-1.3268708,91.22362,1,2
-37.033443,-41.75718,0,1
-1.4481641,-90.833496,0,1
-10.873135,-105.188034,0,1
-7.996383,4.9439235,0,1
28.670877,-18.491198,0,3
-35.14513,10.764051,0,0
12.971835,20.267998,0,2
-24.864868,50.765278,0,0
20.912746,-107.235245,0,1
53.06137,1.4950475,0,3
0.4113789,38.07365,0,2
64.81713,43.117943,0,2
38.72006,-74.451225,0,1
55.928368,8.929878,0,3
-13.156131,-14.970791,0,1
-11.637179,1.0093939,0,1
-51.19538,-24.044888,0,1
17.880424,-11.664449,0,3
-4.2878556,-89.4629,0,1
50.93764,2.5262482,0,3
44.65719,24.780418,0,2
49.48156,13.801387,0,3
0.37020454,17.461123,0,2
34.71486,-44.836403,0,3
38.731323,-31.044283,0,3
15.795106,7.3920217,0,3
16.634066,7.7228346,0,3
31.690203,-22.010069,0,3
28.766981,38.55068,0,2
-12.680166,-22.552866,0,1
1.9300503,2.643659,0,1
-18.710417,91.986496,1,2
31.818623,1.7310997,0,3
60.24427,6.988362,0,3
-0.06020257,-1.6933246,0,1
2.2627008,-92.389885,0,1
-37.97136,10.399474,0,0
43.36273,27.442537,0,2
34.217083,-54.35108,0,3
-40.47753,-35.28644,0,1
2.1520956,-97.36881,0,1
84.78696,-37.913067,0,3
38.36345,9.778031,0,3
-13.400344,-1.7893419,0,1
71.39931,-1.476676,0,3
24.042055,27.54817,0,2
-16.463175,-26.057116,0,1
-2.3453822,-11.386913,0,1
-1.3268708,91.22362,1,2
-0.5260881,17.439964,0,2
-30.775229,11.247275,0,0
7.086437,-93.73305,0,1
72.754074,2.7526872,0,3
60.51339,-38.407894,0,3
-40.322247,29.721693,0,0
-41.10308,-23.575632,0,1
0.11779982,0.67441905,0,1
12.839437,-22.468208,0,1
36.331993,1.6547983,0,3
51.17114,95.212234,0,2
-13.300213,-86.894066,0,1
23.22726,-9.010978,0,3
-0.5260881,17.439964,0,2
23.683622,-3.4610734,0,3
-16.717386,-36.56287,0,1
24.601587,24.048965,0,2
1.1184978,40.022163,0,2
76.28269,-38.65518,0,3
11.044621,-100.77579,0,1
37.52011,3.2538037,0,3
6.780067,-17.61823,0,1
8.67728,-19.95784,0,1
14.257525,35.17738,0,2
-0.62631166,20.698153,0,2
43.848637,-11.413322,0,3
12.231285,24.629398,0,2
-49.79459,-24.386467,0,1
49.242672,110.712685,0,2
-54.58242,-12.638343,0,0
25.789867,-1.0369365,0,3
23.683622,-3.4610734,0,3
-39.962788,67.23387,0,0
-41.062172,-17.905226,0,1
-45.38665,-23.059963,0,1
31.329508,37.00039,0,2
36.467003,33.999302,0,2
10.69271,-98.73005,0,1
-49.403397,-23.634039,0,1
-13.635145,-17.759329,0,1
-34.421963,-43.830566,0,1
47.437534,18.23074,0,3
-1.7976707,-3.914432,0,1
50.845814,-19.41714,0,3
-11.84709,-85.68346,0,1
51.98771,10.302718,0,3
-9.492478,4.0593925,0,1
-2.7800188,-6.0561314,0,1
35.49012,35.221584,0,2
91.16267,5.9239235,0,3
16.66413,-62.08809,0,1
0.712433,-90.52561,0,1
10.789406,95.38264,1,2
-53.19865,-11.935326,0,0
-9.492478,4.0593925,0,1
48.678352,1.0102339,0,3
78.34531,-38.137363,0,3
0.10981456,19.14609,0,2
19.590233,-9.719323,0,3
73.99169,1.3193436,0,3
-27.03826,-78.21852,0,1
12.211747,26.370432,0,2
25.862028,20.57648,0,2
13.507633,44.064354,0,2
44.79698,-19.501234,0,3
-45.96406,-23.525564,0,1
36.77895,-14.817413,0,3
33.30004,-25.210436,0,3
47.396564,19.615042,0,3
-14.946972,-8.796308,0,1
67.93586,3.926892,0,3
-24.864868,50.765278,0,0
-52.387794,-12.524469,0,0
13.507633,44.064354,0,2
49.76434,-13.655378,0,3
-56.83316,-11.956833,0,0
20.706768,-7.442197,0,3
24.177715,26.03366,0,2
14.034698,-16.919443,0,1
15.530162,-1.3483256,0,3
12.691966,-23.649313,0,1
31.371115,-22.496494,0,3
-17.142445,-27.44003,0,1
36.08079,11.1966305,0,3
25.034086,21.648558,0,2
13.052579,42.176964,0,2
-15.056765,-4.0162783,0,1
30.383984,15.654586,0,2
28.766981,38.55068,0,2
-9.428827,80.7554,1,2
10.12417,-5.9323206,0,1
14.896523,-23.978174,0,1
33.891323,-76.23262,0,1
-38.216293,-41.624294,0,1
56.912148,8.129897,0,3
14.606409,-20.874727,0,1
-8.941832,5.669075,0,1
44.515476,-7.4761777,0,3
-13.9985695,-13.125386,0,1
-45.254417,-23.710468,0,1
38.589172,-8.180743,0,3
-14.487947,-11.0348015,0,1
43.865364,-12.852673,0,3
66.29189,-11.745699,0,3
-41.13787,-29.204233,0,1
-43.65257,10.350287,0,0
12.950822,45.509964,0,2
13.948759,33.956177,0,2
30.383984,15.654586,0,2
-0.55214155,24.350042,0,2
30.383984,15.654586,0,2
-27.62274,56.408306,0,0
8.363502,-18.552431,0,1
1.1184978,40.022163,0,2
43.239113,-17.482527,0,3
0.5708635,13.061169,0,2
30.931751,1.2987314,0,3
-5.476678,86.872185,1,2
-0.33232915,-14.297857,0,1
1.6706779,11.9159565,0,2
31.786123,80.02261,0,2
-5.336539,-89.19444,0,1
-41.639145,-32.53637,0,1
2.136707,6.711886,0,2
12.242544,0.95476764,0,3
-35.03943,-43.41276,0,1
40.196404,31.00902,0,2
11.550016,0.69161415,0,3
-15.501994,-10.137926,0,1
49.25334,12.438596,0,3
33.64517,-43.650887,0,3
28.458227,16.57585,0,2
14.974612,-22.77232,0,1
9.932871,-19.94989,0,1
36.25137,-74.28516,0,1
-33.577213,39.792866,0,0
-17.35325,-32.0959,0,1
32.86742,-0.09841038,0,3
-40.589504,-24.848547,0,1
44.553368,-33.183735,0,3
-12.184411,-103.87892,0,1
49.07252,14.807522,0,3
13.872623,40.62314,0,2
-23.087942,5.548764,0,0
-14.753521,-12.226707,0,1
25.480227,-14.143421,0,3
33.35916,-25.81393,0,3
41.288445,29.83486,0,2
32.64328,36.255398,0,2
27.31363,17.233337,0,2
-13.400344,-1.7893419,0,1
34.45365,107.88215,0,2
-0.3348764,36.120056,0,2
9.158441,-19.266645,0,1
-10.771491,-90.1808,0,1
51.002888,10.951502,0,3
-0.77993304,34.295174,0,2
12.950822,45.509964,0,2
79.05441,30.465233,0,3
-16.15714,-27.209902,0,1
34.668083,-8.371729,0,3
-14.796358,-2.562839,0,1
12.776233,-16.788397,0,1
-23.815025,13.084924,0,0
-7.2619686,84.6401,1,2
-47.118652,10.527517,0,0
2.2789793,8.029078,0,2
-15.2583065,-23.049683,0,1
-33.577213,39.792866,0,0
78.83075,-37.675716,0,3
28.242352,0.64002097,0,3
-14.946972,-8.796308,0,1
2.6492457,0.9520585,0,1
11.36065,24.833342,0,2
31.835712,-77.50842,0,1
-52.27638,-11.5552435,0,0
30.209251,38.015255,0,2
-2.7702296,-8.0457115,0,1
-1.641318,-24.2973,0,1
13.103716,19.957487,0,2
43.90908,26.240086,0,2
-53.2701,-12.731191,0,0
0.7420541,14.574077,0,2
6.9853134,-18.437859,0,1
35.944485,-26.463528,0,3
71.332565,-2.3063421,0,3
-0.3755627,30.891886,0,2
2.0348885,4.178974,0,1
-6.9582934,-90.42033,0,1
-11.637179,1.0093939,0,1
-48.86378,10.645762,0,0
-40.174942,-33.54051,0,1
58.99454,-19.208221,0,3
-1.0622003,-2.1952412,0,1
-14.487947,-11.0348015,0,1
46.359707,22.25939,0,3
-3.3712256,-9.872628,0,1
24.177715,26.03366,0,2
13.257264,-60.63559,0,1
-11.637179,1.0093939,0,1
-42.86088,-15.686445,0,1
-0.62631166,20.698153,0,2
54.473976,-16.629248,0,3
58.647285,7.3096814,0,3
13.235467,1.9253255,0,3
50.544575,-1.716588,0,3
69.56274,3.4366813,0,3
11.614524,-21.205618,0,1
16.206676,8.712994,0,2
-0.07852047,-15.37438,0,1
-49.79459,-24.386467,0,1
49.242672,110.712685,0,2
48.21312,14.432392,0,3
-47.118652,10.527517,0,0
43.255127,-18.55199,0,3
-9.492478,4.0593925,0,1
-14.362396,-19.85157,0,1
29.60606,37.18703,0,2
-37.302288,11.046974,0,0
58.83352,27.849915,0,3
-19.27611,91.79014,1,2
25.173607,27.004026,0,2
-37.265087,64.40255,0,0
-24.034971,4.349074,0,0
43.807068,-13.453533,0,3
-22.914488,2.198937,0,0
31.534447,-16.066257,0,3
38.519783,6.2512302,0,3
-47.118652,10.527517,0,0
1.5645351,13.317517,0,2
-50.636635,-23.577911,0,1
-16.083956,-25.251286,0,1
15.806413,-61.50757,0,1
17.842562,-13.19422,0,3
98.22393,1.5567973,0,3
-17.039152,-36.00598,0,1
48.55009,15.764275,0,3
-39.690643,27.286114,0,0
64.629265,5.505866,0,3
3.6632164,-98.57855,0,1
0.51488334,16.090853,0,2
53.502697,-10.090299,0,3
-0.7615674,29.459059,0,2
-41.394512,-16.03718,0,1
0.8839611,4.3558292,0,1
-47.93589,11.565203,0,0
77.38701,-40.332237,0,3
37.175793,-13.522518,0,3
-0.5260881,17.439964,0,2
52.89375,9.701384,0,3
70.63344,-49.3994,0,3
32.32099,-15.727443,0,3
46.73884,2.42041,0,3
36.36537,-14.789545,0,3
45.72524,-10.225493,0,3
35.424805,-27.167156,0,3
32.360294,-48.540794,0,3
10.693645,-4.669744,0,1
-14.796358,-2.562839,0,1
47.889637,15.637678,0,3
0.9431877,41.745102,0,2
45.403988,21.79814,0,3
-41.656223,10.59179,0,0
52.19029,-13.374849,0,3
24.942812,-6.385877,0,3
46.359707,22.25939,0,3
-0.87925434,32.514664,0,2
-41.313282,-27.050747,0,1
21.79252,-108.89659,0,1
25.219765,25.2429,0,2
13.206518,30.329596,0,2
3.0972228,-17.436562,0,1
-42.202847,-15.081451,0,1
33.632793,53.347218,0,2
49.642975,11.232617,0,3
12.624288,-23.373152,0,1
-41.856995,-33.828465,0,1
1.6094537,-91.49331,0,1
25.79998,-0.3111239,0,3
-3.3712256,-9.872628,0,1
-15.332879,-5.289183,0,1
58.46946,-6.670209,0,3
0.9300294,-15.855774,0,1
3.9479077,-17.77052,0,1
29.866392,14.747239,0,3
-40.322247,29.721693,0,0
-0.80235785,-1.3210006,0,1
-35.14513,10.764051,0,0
49.25334,12.438596,0,3
-56.579647,-12.862735,0,0
14.314938,36.390198,0,2
0.9431877,41.745102,0,2
26.038128,-14.631108,0,3
-15.501994,-10.137926,0,1
12.383857,43.782314,0,2
-10.298126,81.34886,1,2
1.2726433,9.219251,0,2
10.643482,-3.2003508,0,1
31.860619,-22.046436,0,3
-15.2583065,-23.049683,0,1
1.5981743,-8.03555,0,1
16.206676,8.712994,0,2
16.88814,-22.811623,0,1
-1.2109817,25.986103,0,2
37.29589,2.21999,0,3
-36.340508,-42.16171,0,1
-1.4412979,30.98745,0,2
61.498833,-41.894444,0,3
34.512405,1.180138,0,3
1.1184978,40.022163,0,2
13.941327,4.2087426,0,3
-53.19865,-11.935326,0,0
56.912148,8.129897,0,3
2.2789793,8.029078,0,2
38.843224,7.2588763,0,3
-0.3348764,36.120056,0,2
33.860622,-53.278713,0,3
13.052579,42.176964,0,2
41.530457,78.99897,0,2
-2.5003865,-5.1723666,0,1
14.534499,15.078559,0,2
-0.55214155,24.350042,0,2
48.373035,-27.739546,0,3
64.629265,5.505866,0,3
56.575867,-63.188328,0,3
51.002888,10.951502,0,3
55.828793,56.426308,0,2
46.560402,20.764742,0,3
62.955776,6.5050874,0,3
52.077366,2.3160958,0,3
-45.71784,-13.211434,0,1
18.257015,-12.461455,0,3
-6.315609,-89.02977,0,1
1.7576165,5.4086275,0,2
24.501667,-3.5326862,0,3
-40.64335,-18.269028,0,1
38.381668,8.421885,0,3
26.011011,119.573975,0,2
28.306353,-15.298354,0,3
33.588184,13.945094,0,3
36.916145,-93.4248,0,1
-8.588347,3.3292181,0,1
-15.2583065,-23.049683,0,1
-55.494884,-12.600254,0,0
-7.2619686,84.6401,1,2
30.037079,-11.718629,0,3
38.053318,-31.015715,0,3
13.309595,31.669712,0,2
49.242672,110.712685,0,2
-50.468678,-11.80447,0,0
-2.4338024,-6.898759,0,1
-17.513544,-32.840725,0,1
-43.408043,-14.851552,0,1
0.9431877,41.745102,0,2
5.3039083,96.30918,1,2
-17.09155,-28.599245,0,1
78.34531,-38.137363,0,3
-37.400978,35.41363,0,0
0.11779982,0.67441905,0,1
-15.2583065,-23.049683,0,1
41.288445,29.83486,0,2
1.3886762,1.456671,0,1
-13.50819,-16.072802,0,1
42.244476,28.546297,0,2
6.2194195,-52.144,0,1
-15.056765,-4.0162783,0,1
10.293874,-5.132084,0,1
38.843224,7.2588763,0,3
16.788626,5.7224116,0,3
-13.039693,-88.20399,0,1
63.06967,90.64805,0,2
0.4113789,38.07365,0,2
36.93851,-57.47694,0,3
10.122088,23.112629,0,2
5.4574695,-18.12574,0,1
-10.543042,2.577555,0,1
27.77154,-22.844503,0,3
47.272335,46.343815,0,2
-52.124992,-24.958467,0,1
12.383857,43.782314,0,2
33.588184,13.945094,0,3
-1.6775254,32.624023,0,2
43.350628,130.69695,0,2
-36.67793,11.022473,0,0
54.67311,-11.320631,0,3
-16.983679,-30.761059,0,1
37.531353,-74.84778,0,1
-13.50819,-16.072802,0,1
16.539312,-24.776491,0,1
14.08172,42.44593,0,2
75.133125,-10.110818,0,3
-11.637179,1.0093939,0,1
-33.178715,23.230848,0,0
25.925678,21.83068,0,2
29.09966,15.705671,0,2
-40.64335,-18.269028,0,1
30.197615,-4.5803437,0,3
23.744192,-5.60802,0,3
55.803955,81.08797,0,2
-13.400344,-1.7893419,0,1
26.637228,39.82435,0,2
30.985052,-31.05124,0,3
13.052579,42.176964,0,2
-25.808636,9.024994,0,0
36.467304,2.9007533,0,3
35.19404,1.9475007,0,3
0.7420541,14.574077,0,2
-0.77993304,34.295174,0,2
12.331099,25.12248,0,2
14.139399,-59.9111,0,1
26.827625,0.0023872545,0,3
30.967958,-97.154175,0,1
44.89723,-85.7776,0,3
-27.008465,-76.29242,0,1
-47.922455,-12.826321,0,0
-13.156131,-14.970791,0,1
-28.66349,45.028736,0,0
3.2963023,-17.029892,0,1
12.383857,43.782314,0,2
24.042055,27.54817,0,2
-47.13682,-12.219267,0,0
72.51405,2.2414773,0,3
38.381668,8.421885,0,3
2.0348885,4.178974,0,1
24.601587,24.048965,0,2
14.160564,39.07196,0,2
73.32259,1.7529736,0,3
-14.753521,-12.226707,0,1
-3.806179,88.634926,1,2
10.437612,-7.9838786,0,1
36.467304,2.9007533,0,3
-40.107597,-24.170244,0,1
37.437115,-16.366398,0,3
51.77277,-14.235401,0,3
83.253075,25.659407,0,3
43.42639,25.773039,0,2
21.818415,87.04186,0,2
53.79091,8.7782545,0,3
48.09834,13.10603,0,3
-53.642735,-23.710886,0,1
52.89375,9.701384,0,3
13.309595,31.669712,0,2
16.189455,10.89243,0,2
10.025498,-3.0205803,0,1
63.06967,90.64805,0,2
37.3208,10.576459,0,3
64.8101,126.65847,0,2
16.524239,10.109376,0,2
-14.759769,-13.409579,0,1
-52.113243,-24.175638,0,1
13.872623,40.62314,0,2
-2.578668,-80.00665,0,1
26.923773,-16.976776,0,3
13.052579,42.176964,0,2
-38.6213,11.353834,0,0
32.64328,36.255398,0,2
56.912148,8.129897,0,3
-1.5274527,-14.206728,0,1
-39.16934,10.429918,0,0
43.36273,27.442537,0,2
41.156837,-23.010132,0,3
8.647837,-101.72642,0,1
-15.646953,-8.759393,0,1
-39.962788,67.23387,0,0
-2.4338024,-6.898759,0,1
-40.756416,10.213247,0,0
37.728203,-71.37176,0,1
-43.805965,-23.047705,0,1
40.196404,31.00902,0,2
-3.4963012,-8.554162,0,1
55.803955,81.08797,0,2
-45.908184,10.540482,0,0
-8.588347,3.3292181,0,1
42.592197,-46.33886,0,3
-5.476678,86.872185,1,2
55.784798,33.858997,0,2
43.970936,-19.974129,0,3
-14.615166,-27.949343,0,1
23.252724,-19.309414,0,3
45.365982,-25.690514,0,3
45.080875,23.233839,0,3
17.667814,-32.037872,0,1
10.446377,-10.420286,0,1
41.288445,29.83486,0,2
59.861732,8.054871,0,3
14.421053,-21.190922,0,1
1.5445837,10.522523,0,2
-8.941832,5.669075,0,1
70.73699,-13.625662,0,3
37.816307,-19.2762,0,3
-15.056765,-4.0162783,0,1
37.921566,-72.64783,0,1
-14.796358,-2.562839,0,1
32.66964,-14.594727,0,3
16.206676,8.712994,0,2
9.5944805,-3.6168013,0,1
37.185745,32.405643,0,2
48.71259,-43.73162,0,3
62.338673,40.692757,0,2
52.057125,-11.021767,0,3
37.656036,-9.300319,0,3
11.427759,-11.170761,0,1
37.378506,-15.692918,0,3
14.774358,3.7675683,0,3
36.94325,-8.047849,0,3
75.60392,30.623156,0,3
90.46419,-31.6703,0,3
51.45587,52.938545,0,2
24.961124,-1.4340678,0,3
-36.141384,10.499932,0,0
12.300612,0.12928827,0,3
36.71721,10.191042,0,3
-42.5992,10.060423,0,0
15.813471,10.031891,0,2
58.83352,27.849915,0,3
-2.500055,-5.1725082,0,1
28.013403,39.797657,0,2
60.24427,6.988362,0,3
30.98299,-12.873354,0,3
-1.2109817,25.986103,0,2
-51.484886,-12.358963,0,0
-0.77993304,34.295174,0,2
7.1736574,-95.20319,0,1
-41.149715,-28.218742,0,1
37.3208,10.576459,0,3
9.43793,-19.93559,0,1
-14.542796,-9.043009,0,1
-16.628914,-28.064947,0,1
-42.67585,10.986001,0,0
9.853173,-8.08142,0,1
-14.493097,-22.354296,0,1
12.953122,18.579498,0,2
-15.056765,-4.0162783,0,1
62.37054,-9.61594,0,3
44.65719,24.780418,0,2
1.4666389,8.008214,0,2
42.244476,28.546297,0,2
54.229675,69.79147,0,2
-12.319864,-103.32155,0,1
0.09645243,-0.56654555,0,1
13.137017,21.922619,0,2
34.411537,-78.32503,0,1
53.03519,-10.782029,0,3
45.863365,23.671293,0,3
-0.3348764,36.120056,0,2
70.520485,-43.03203,0,3
24.065214,-22.693106,0,3
-42.67897,-15.559971,0,1
29.622316,0.44405913,0,3
30.60065,-32.848114,0,3
-15.056765,-4.0162783,0,1
-14.495198,-21.179296,0,1
38.100376,5.2030544,0,3
-30.118853,11.113722,0,0
69.58772,-14.252919,0,3
35.735493,-8.389838,0,3
10.445632,-10.420557,0,1
-12.759032,-0.33303446,0,1
49.12319,2.907038,0,3
1.1184978,40.022163,0,2
-23.438248,11.86693,0,0
34.97731,-81.38412,0,1
41.927067,80.36735,0,2
25.457935,40.99943,0,2
14.249812,-15.946425,0,1
-38.97928,-40.743694,0,1
38.381668,8.421885,0,3
13.011296,-16.148333,0,1
39.328163,-29.684647,0,3
14.774358,3.7675683,0,3
-9.428827,80.7554,1,2
56.885708,-35.205162,0,3
4.8238087,-96.987144,0,1
50.518272,-0.7919769,0,3
-56.83316,-11.956833,0,0
0.8108803,-16.537275,0,1
2.3618891,3.6408992,0,1
28.155935,-21.240332,0,3
-31.028343,11.174911,0,0
-0.56928027,38.460648,0,2
36.828014,-15.396851,0,3
32.45387,-93.21869,0,1
1.1184978,40.022163,0,2
26.637228,39.82435,0,2
51.002888,10.951502,0,3
-41.639145,-32.53637,0,1
43.383625,-14.691352,0,3
12.087211,21.91076,0,2
-1.4412979,30.98745,0,2
31.131708,14.491003,0,3
27.31363,17.233337,0,2
14.774358,3.7675683,0,3
-15.332879,-5.289183,0,1
18.223318,-11.558867,0,3
12.953122,18.579498,0,2
64.8101,126.65847,0,2
13.354787,20.223131,0,2
-41.564594,-15.15468,0,1
36.4309,-92.74458,0,1
-17.062437,-26.64294,0,1
54.727486,-16.800817,0,3
13.309595,31.669712,0,2
47.396564,19.615042,0,3
29.866392,14.747239,0,3
68.4517,4.1540575,0,3
18.764292,-107.34917,0,1
56.61688,-9.494298,0,3
29.859573,-11.1666,0,3
11.445111,23.195814,0,2
-1.2932178,27.681938,0,2
-8.588347,3.3292181,0,1
27.83416,-16.794838,0,3
-37.954365,-22.492548,0,1
12.163572,19.940016,0,2
25.219765,25.2429,0,2
13.826685,2.908308,0,3
-14.487947,-11.0348015,0,1
-36.151436,38.057602,0,0
50.751434,12.116937,0,3
64.81713,43.117943,0,2
55.803955,81.08797,0,2
14.316986,37.68476,0,2
24.813875,-20.404842,0,3
13.309595,31.669712,0,2
-40.322247,29.721693,0,0
-9.428827,80.7554,1,2
11.192006,0.0590521,0,3
-1.6202072,24.244122,0,2
-1.7976707,-3.914432,0,1
-14.753521,-12.226707,0,1
-13.9985695,-13.125386,0,1
37.773575,-71.671005,0,1
33.632793,53.347218,0,2
24.501127,-3.5323248,0,3
74.078316,1.9087613,0,3
31.131708,14.491003,0,3
32.020588,-22.016405,0,3
0.4113789,38.07365,0,2
34.207607,12.834623,0,3
70.80331,-59.980698,0,3
13.59671,-18.759628,0,1
-28.17231,23.204292,0,0
5.3039083,96.30918,1,2
0.5708635,13.061169,0,2
55.803955,81.08797,0,2
26.011011,119.573975,0,2
64.629265,5.505866,0,3
6.391107,-18.419323,0,1
37.69047,-18.41057,0,3
-2.7800188,-6.0561314,0,1
30.383984,15.654586,0,2
-47.93589,11.565203,0,0
33.52967,-23.919685,0,3
-1.8965397,-6.95819,0,1
-1.2507498,-13.557094,0,1
-33.274204,11.619414,0,0
13.389183,-16.841536,0,1
69.54275,27.25815,0,3
6.515727,-94.26522,0,1
-14.495198,-21.179296,0,1
30.009666,-97.200775,0,1
-11.061251,-16.900452,0,1
18.58102,-19.491562,0,3
47.79184,16.929983,0,3
22.22631,-5.528076,0,3
35.556923,-77.49062,0,1
-3.806179,88.634926,1,2
-43.65257,10.350287,0,0
13.428582,28.974773,0,2
11.618476,21.359634,0,2
-17.021278,-31.647314,0,1
-15.478484,-6.5411077,0,1
32.64328,36.255398,0,2
62.11191,6.123294,0,3
-41.02446,-27.9253,0,1
14.371738,-24.165657,0,1
37.853535,33.251236,0,2
-40.926445,11.224965,0,0
1.1184978,40.022163,0,2
66.864845,4.9267416,0,3
25.219765,25.2429,0,2
2.136707,6.711886,0,2
15.681895,11.537186,0,2
-2.568086,-9.172273,0,1
-2.8182611,134.21301,0,2
27.67135,-4.9122367,0,3
-1.4424597,-93.2608,0,1
-42.67585,10.986001,0,0
33.50189,-3.9467514,0,3
14.226866,-23.582647,0,1
26.637228,39.82435,0,2
62.338673,40.692757,0,2
14.534119,-53.8797,0,1
-1.6202072,24.244122,0,2
18.257015,-12.461455,0,3
-25.735165,3.7784846,0,0
-0.5245064,-89.522255,0,1
13.872623,40.62314,0,2
38.476566,-30.160915,0,3
49.642975,11.232617,0,3
-1.9416212,-93.64724,0,1
24.961124,-1.4340678,0,3
-42.982628,-13.548684,0,1
57.63499,-40.229828,0,3
-52.13818,-23.61673,0,1
78.71481,-38.192642,0,3
23.421764,-48.254173,0,1
35.19404,1.9475007,0,3
29.859715,-11.299516,0,3
38.381668,8.421885,0,3
-16.694796,-36.238132,0,1
30.767307,-31.982643,0,3
16.289705,6.58895,0,3
-39.5202,33.914604,0,0
-0.8838071,-15.19947,0,1
34.635536,12.770835,0,3
41.288445,29.83486,0,2
42.32984,-37.905838,0,3
1.311267,2.8080685,0,1
21.818415,87.04186,0,2
13.826685,2.908308,0,3
13.872623,40.62314,0,2
-1.4412979,30.98745,0,2
-14.362396,-19.85157,0,1
37.574635,-74.235794,0,1
31.918755,80.17149,0,2
2.4031215,-97.47744,0,1
-10.543042,2.577555,0,1
11.525396,26.391333,0,2
45.403988,21.79814,0,3
28.825083,-21.273098,0,3
-0.77993304,34.295174,0,2
46.359707,22.25939,0,3
31.930529,-26.294678,0,3
33.50661,-24.62664,0,3
2.4472225,-16.495342,0,1
44.430614,-85.43531,0,1
31.773455,-22.734415,0,3
-5.2579994,-84.78532,0,1
15.676074,5.393649,0,3
-48.892258,-12.110482,0,0
33.588184,13.945094,0,3
68.4669,-9.952773,0,3
36.902313,-76.74976,0,1
38.175213,-8.987392,0,3
28.013403,39.797657,0,2
35.19404,1.9475007,0,3
37.853535,33.251236,0,2
14.864033,5.0414524,0,3
-1.2109817,25.986103,0,2
-48.86378,10.645762,0,0
-1.3268708,91.22362,1,2
2.6856387,-98.418,0,1
37.853535,33.251236,0,2
47.437534,18.23074,0,3
5.3039083,96.30918,1,2
54.183117,9.733061,0,3
9.906008,-20.350737,0,1
40.822,-23.63806,0,3
-45.841393,-13.570251,0,1
-0.62631166,20.698153,0,2
33.206234,-25.555048,0,3
-53.642735,-23.710886,0,1
-14.134379,94.773445,1,2
42.758266,43.22356,0,2
-9.693003,-83.98991,0,1
14.941516,-22.63334,0,1
40.196404,31.00902,0,2
63.731625,5.958551,0,3
51.17114,95.212234,0,2
24.042055,27.54817,0,2
12.809813,-101.22158,0,1
-29.407211,10.951075,0,0
37.182243,-76.102005,0,1
-2.8182611,134.21301,0,2
39.078922,-7.6194615,0,3
12.953122,18.579498,0,2
51.73886,0.714199,0,3
64.8101,126.65847,0,2
63.299652,-67.3104,0,3
81.853294,19.734768,0,3
14.08172,42.44593,0,2
-0.62631166,20.698153,0,2
7.246756,-17.951843,0,1
-4.552904,-88.08186,0,1
5.3039083,96.30918,1,2
26.657572,41.195858,0,2
45.879234,-10.21359,0,3
3.434942,19.405138,0,2
-0.62631166,20.698153,0,2
49.78608,-0.7528476,0,3
65.159676,-72.2109,0,3
-41.53817,-29.884886,0,1
98.26019,2.3084252,0,3
-46.003357,11.305914,0,0
-2.1495223,-8.1230955,0,1
76.73004,-40.594353,0,3
43.64635,-11.922969,0,3
10.376887,-20.72323,0,1
15.130984,-4.063738,0,3
52.583687,-8.413632,0,3
-3.9473543,-79.22289,0,1
33.164787,-50.27796,0,3
-1.0023682,-3.2557511,0,1
